房屋ID,原始州,计算州,方案类型,PV容量_kW,面板数量,电池容量_kWh,投资成本,年用电量_kWh,年发电量_kWh,年自用量_kWh,自用率,回本周期_年,简单回本_年,贴现回本_年,IRR,投资年限,总节省
692,QLD,SA,高端型,20,45,30,26540,7129,29604.40,7130.00,24.08%,8.26,8.26,8.70,14.73%,25,147193.62
692,QLD,WA,高端型,20,45,30,26540,7634,29604.40,7635.37,25.79%,7.94,7.94,8.34,15.28%,25,152834.27
692,QLD,TAS,高端型,20,45,30,26540,10148,29604.40,10149.52,34.28%,6.60,6.60,6.89,17.98%,25,180895.41
692,QLD,NT,高端型,20,45,30,26540,10008,29604.40,10009.80,33.81%,6.66,6.66,6.96,17.83%,25,179335.95
692,QLD,ACT,高端型,20,45,30,26540,8632,29604.40,8633.29,29.16%,7.35,7.35,7.69,16.36%,25,163972.36
692,QLD,NSW,平衡型,13.2,30,13.2,13856,7778,19538.90,7549.21,38.64%,4.47,4.47,4.60,25.20%,25,132182.43
692,QLD,VIC,平衡型,13.2,30,13.2,13856,6778,19538.90,6719.63,34.39%,4.82,4.82,4.98,23.54%,25,122924.95
692,QLD,QLD,平衡型,13.2,30,13.2,13856,7270,19538.90,7268.14,37.20%,4.58,4.58,4.73,24.64%,25,129030.31
692,QLD,SA,平衡型,13.2,30,13.2,13856,7129,19538.90,7013.24,35.89%,4.68,4.68,4.84,24.13%,25,126201.89
692,QLD,WA,平衡型,13.2,30,13.2,13856,7634,19538.90,7509.71,38.43%,4.49,4.49,4.61,25.12%,25,131743.16
692,QLD,TAS,平衡型,13.2,30,13.2,13856,10148,19538.90,8899.44,45.55%,3.99,3.99,4.09,27.91%,25,147265.11
692,QLD,NT,平衡型,13.2,30,13.2,13856,10008,19538.90,9147.51,46.82%,3.91,3.91,4.01,28.41%,25,150033.00
692,QLD,ACT,平衡型,13.2,30,13.2,13856,8632,19538.90,7949.39,40.68%,4.31,4.31,4.44,26.01%,25,136659.41
692,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,3.19,3.19,3.26,34.07%,25,79549.94
692,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,3.36,3.36,3.44,32.55%,25,75840.73
692,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,3.15,3.15,3.22,34.39%,25,80337.58
692,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,3.32,3.32,3.40,32.93%,25,76770.65
692,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,3.10,3.10,3.17,34.98%,25,81800.75
692,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.86,2.86,2.91,37.84%,25,88781.85
692,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.76,2.76,2.81,39.01%,25,91643.61
692,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,3.21,3.21,3.28,33.89%,25,79113.32
693,QLD,NSW,高端型,10.56,24,15.8,14261,7778,15631.12,7727.22,49.43%,5.13,5.13,5.32,22.37%,25,121965.92
693,QLD,VIC,高端型,10.56,24,15.8,14261,6778,15631.12,6779.02,43.37%,5.66,5.66,5.88,20.52%,25,111382.58
693,QLD,QLD,高端型,10.56,24,15.8,14261,7270,15631.12,7269.13,46.50%,5.36,5.36,5.58,21.47%,25,116836.15
693,QLD,SA,高端型,10.56,24,15.8,14261,7129,15631.12,7130.00,45.61%,5.47,5.47,5.65,21.21%,25,115299.98
693,QLD,WA,高端型,10.56,24,15.8,14261,7634,15631.12,7635.37,48.85%,5.18,5.18,5.38,22.19%,25,120940.63
693,QLD,TAS,高端型,10.56,24,15.8,14261,10148,15631.12,9585.05,61.32%,4.34,4.34,4.47,25.97%,25,142708.39
693,QLD,NT,高端型,10.56,24,15.8,14261,10008,15631.12,9663.78,61.82%,4.31,4.31,4.44,26.12%,25,143577.64
693,QLD,ACT,高端型,10.56,24,15.8,14261,8632,15631.12,8357.31,53.47%,4.84,4.84,5.00,23.59%,25,128996.51
693,QLD,NSW,平衡型,10.12,23,10.1,10585,7778,14979.83,6786.74,45.31%,3.99,3.99,4.09,27.91%,25,112509.67
693,QLD,VIC,平衡型,10.12,23,10.1,10585,6778,14979.83,6359.33,42.45%,4.16,4.16,4.28,26.79%,25,107735.87
693,QLD,QLD,平衡型,10.12,23,10.1,10585,7270,14979.83,6849.88,45.73%,3.96,3.96,4.06,28.08%,25,113207.50
693,QLD,SA,平衡型,10.12,23,10.1,10585,7129,14979.83,6523.02,43.55%,4.09,4.09,4.21,27.22%,25,109565.05
693,QLD,WA,平衡型,10.12,23,10.1,10585,7634,14979.83,6989.46,46.66%,3.91,3.91,4.01,28.44%,25,114771.42
693,QLD,TAS,平衡型,10.12,23,10.1,10585,10148,14979.83,7669.80,51.20%,3.65,3.65,3.74,30.23%,25,122365.73
693,QLD,NT,平衡型,10.12,23,10.1,10585,10008,14979.83,7926.55,52.91%,3.57,3.57,3.65,30.90%,25,125231.37
693,QLD,ACT,平衡型,10.12,23,10.1,10585,8632,14979.83,6767.48,45.18%,4.00,4.00,4.09,27.86%,25,112294.64
693,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,3.19,3.19,3.26,34.07%,25,79549.94
693,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,3.36,3.36,3.44,32.55%,25,75840.73
693,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,3.15,3.15,3.22,34.39%,25,80337.58
693,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,3.32,3.32,3.40,32.93%,25,76770.65
693,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,3.10,3.10,3.17,34.98%,25,81800.75
693,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.86,2.86,2.91,37.84%,25,88781.85
693,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.76,2.76,2.81,39.01%,25,91643.61
693,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,3.21,3.21,3.28,33.89%,25,79113.32
694,QLD,NSW,高端型,13.2,30,19.8,17991,7778,19538.90,7779.87,39.82%,6.08,6.08,6.34,19.28%,25,131458.36
694,QLD,VIC,高端型,13.2,30,19.8,17991,6778,19538.90,6779.02,34.69%,6.69,6.69,7.00,17.71%,25,120287.58
694,QLD,QLD,高端型,13.2,30,19.8,17991,7270,19538.90,7269.13,37.20%,6.36,6.36,6.66,18.48%,25,125741.15
694,QLD,SA,高端型,13.2,30,19.8,17991,7129,19538.90,7130.00,36.49%,6.48,6.48,6.74,18.26%,25,124204.98
694,QLD,WA,高端型,13.2,30,19.8,17991,7634,19538.90,7635.37,39.08%,6.16,6.16,6.43,19.05%,25,129845.63
694,QLD,TAS,高端型,13.2,30,19.8,17991,10148,19538.90,10036.83,51.37%,5.03,5.03,5.20,22.77%,25,156649.20
694,QLD,NT,高端型,13.2,30,19.8,17991,10008,19538.90,9980.97,51.08%,5.05,5.05,5.23,22.68%,25,156025.81
694,QLD,ACT,高端型,13.2,30,19.8,17991,8632,19538.90,8633.24,44.18%,5.63,5.63,5.85,20.60%,25,140983.06
694,QLD,NSW,平衡型,10.12,23,10.1,10585,7778,14979.83,6786.74,45.31%,3.99,3.99,4.09,27.91%,25,112509.67
694,QLD,VIC,平衡型,10.12,23,10.1,10585,6778,14979.83,6359.33,42.45%,4.16,4.16,4.28,26.79%,25,107735.87
694,QLD,QLD,平衡型,10.12,23,10.1,10585,7270,14979.83,6849.88,45.73%,3.96,3.96,4.06,28.08%,25,113207.50
694,QLD,SA,平衡型,10.12,23,10.1,10585,7129,14979.83,6523.02,43.55%,4.09,4.09,4.21,27.22%,25,109565.05
694,QLD,WA,平衡型,10.12,23,10.1,10585,7634,14979.83,6989.46,46.66%,3.91,3.91,4.01,28.44%,25,114771.42
694,QLD,TAS,平衡型,10.12,23,10.1,10585,10148,14979.83,7669.80,51.20%,3.65,3.65,3.74,30.23%,25,122365.73
694,QLD,NT,平衡型,10.12,23,10.1,10585,10008,14979.83,7926.55,52.91%,3.57,3.57,3.65,30.90%,25,125231.37
694,QLD,ACT,平衡型,10.12,23,10.1,10585,8632,14979.83,6767.48,45.18%,4.00,4.00,4.09,27.86%,25,112294.64
694,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,3.19,3.19,3.26,34.07%,25,79549.94
694,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,3.36,3.36,3.44,32.55%,25,75840.73
694,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,3.15,3.15,3.22,34.39%,25,80337.58
694,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,3.32,3.32,3.40,32.93%,25,76770.65
694,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,3.10,3.10,3.17,34.98%,25,81800.75
694,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.86,2.86,2.91,37.84%,25,88781.85
694,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.76,2.76,2.81,39.01%,25,91643.61
694,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,3.21,3.21,3.28,33.89%,25,79113.32
695,QLD,NSW,高端型,6.6,15,9.9,9034,7778,9769.45,6588.96,67.44%,4.07,4.07,4.18,27.49%,25,95862.17
695,QLD,VIC,高端型,6.6,15,9.9,9034,6778,9769.45,6249.85,63.97%,4.25,4.25,4.37,26.46%,25,92075.88
695,QLD,QLD,高端型,6.6,15,9.9,9034,7270,9769.45,6671.90,68.29%,4.03,4.03,4.13,27.74%,25,96781.03
695,QLD,SA,高端型,6.6,15,9.9,9034,7129,9769.45,6351.73,65.02%,4.19,4.19,4.31,26.77%,25,93214.11
695,QLD,WA,高端型,6.6,15,9.9,9034,7634,9769.45,6773.63,69.33%,3.98,3.98,4.08,28.06%,25,97923.59
695,QLD,TAS,高端型,6.6,15,9.9,9034,10148,9769.45,7342.82,75.16%,3.72,3.72,3.82,29.79%,25,104277.17
695,QLD,NT,高端型,6.6,15,9.9,9034,10008,9769.45,7546.15,77.24%,3.64,3.64,3.73,30.42%,25,106546.51
695,QLD,ACT,高端型,6.6,15,9.9,9034,8632,9769.45,6561.21,67.16%,4.08,4.08,4.19,27.41%,25,95552.23
695,QLD,NSW,平衡型,6.6,15,6.6,6947,7778,9769.45,5396.24,55.24%,3.48,3.48,3.56,31.63%,25,84197.00
695,QLD,VIC,平衡型,6.6,15,6.6,6947,6778,9769.45,5063.91,51.83%,3.64,3.64,3.73,30.30%,25,80487.80
695,QLD,QLD,平衡型,6.6,15,6.6,6947,7270,9769.45,5467.40,55.96%,3.43,3.43,3.52,31.91%,25,84984.64
695,QLD,SA,平衡型,6.6,15,6.6,6947,7129,9769.45,5147.23,52.69%,3.60,3.60,3.68,30.64%,25,81417.71
695,QLD,WA,平衡型,6.6,15,6.6,6947,7634,9769.45,5597.90,57.30%,3.38,3.38,3.46,32.44%,25,86447.81
695,QLD,TAS,平衡型,6.6,15,6.6,6947,10148,9769.45,6223.37,63.70%,3.11,3.11,3.18,34.94%,25,93428.91
695,QLD,NT,平衡型,6.6,15,6.6,6947,10008,9769.45,6473.69,66.26%,3.02,3.02,3.08,35.95%,25,96222.84
695,QLD,ACT,平衡型,6.6,15,6.6,6947,8632,9769.45,5357.12,54.84%,3.50,3.50,3.58,31.48%,25,83760.38
695,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,3.19,3.19,3.26,34.07%,25,79549.94
695,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,3.36,3.36,3.44,32.55%,25,75840.73
695,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,3.15,3.15,3.22,34.39%,25,80337.58
695,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,3.32,3.32,3.40,32.93%,25,76770.65
695,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,3.10,3.10,3.17,34.98%,25,81800.75
695,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.86,2.86,2.91,37.84%,25,88781.85
695,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.76,2.76,2.81,39.01%,25,91643.61
695,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,3.21,3.21,3.28,33.89%,25,79113.32
696,QLD,NSW,高端型,0.44,1,9.1,6095,7778,651.30,651.30,100.00%,N/A,N/A,N/A,-1.24%,25,4537.50
696,QLD,VIC,高端型,0.44,1,9.1,6095,6778,651.30,651.30,100.00%,N/A,N/A,N/A,-1.24%,25,4537.50
696,QLD,QLD,高端型,0.44,1,9.1,6095,7270,651.30,651.30,100.00%,N/A,N/A,N/A,-1.24%,25,4537.50
696,QLD,SA,高端型,0.44,1,9.1,6095,7129,651.30,651.30,100.00%,N/A,N/A,N/A,-1.24%,25,4537.50
696,QLD,WA,高端型,0.44,1,9.1,6095,7634,651.30,651.30,100.00%,N/A,N/A,N/A,-1.24%,25,4537.50
696,QLD,TAS,高端型,0.44,1,9.1,6095,10148,651.30,651.30,100.00%,N/A,N/A,N/A,-1.24%,25,4537.50
696,QLD,NT,高端型,0.44,1,9.1,6095,10008,651.30,651.30,100.00%,N/A,N/A,N/A,-1.24%,25,4537.50
696,QLD,ACT,高端型,0.44,1,9.1,6095,8632,651.30,651.30,100.00%,N/A,N/A,N/A,-1.24%,25,4537.50
696,QLD,NSW,平衡型,0.44,1,6.6,4548,7778,651.30,651.30,100.00%,22.66,22.66,N/A,1.21%,25,5787.50
696,QLD,VIC,平衡型,0.44,1,6.6,4548,6778,651.30,651.30,100.00%,22.66,22.66,N/A,1.21%,25,5787.50
696,QLD,QLD,平衡型,0.44,1,6.6,4548,7270,651.30,651.30,100.00%,22.66,22.66,N/A,1.21%,25,5787.50
696,QLD,SA,平衡型,0.44,1,6.6,4548,7129,651.30,651.30,100.00%,22.66,22.66,N/A,1.21%,25,5787.50
696,QLD,WA,平衡型,0.44,1,6.6,4548,7634,651.30,651.30,100.00%,22.66,22.66,N/A,1.21%,25,5787.50
696,QLD,TAS,平衡型,0.44,1,6.6,4548,10148,651.30,651.30,100.00%,22.66,22.66,N/A,1.21%,25,5787.50
696,QLD,NT,平衡型,0.44,1,6.6,4548,10008,651.30,651.30,100.00%,22.66,22.66,N/A,1.21%,25,5787.50
696,QLD,ACT,平衡型,0.44,1,6.6,4548,8632,651.30,651.30,100.00%,22.66,22.66,N/A,1.21%,25,5787.50
696,QLD,NSW,经济型,0.44,1,4.4,3170,7778,651.30,651.30,100.00%,17.18,17.18,18.71,4.64%,25,6887.50
696,QLD,VIC,经济型,0.44,1,4.4,3170,6778,651.30,651.30,100.00%,17.18,17.18,18.71,4.64%,25,6887.50
696,QLD,QLD,经济型,0.44,1,4.4,3170,7270,651.30,651.30,100.00%,17.18,17.18,18.71,4.64%,25,6887.50
696,QLD,SA,经济型,0.44,1,4.4,3170,7129,651.30,651.30,100.00%,17.18,17.18,18.71,4.64%,25,6887.50
696,QLD,WA,经济型,0.44,1,4.4,3170,7634,651.30,651.30,100.00%,17.18,17.18,18.71,4.64%,25,6887.50
696,QLD,TAS,经济型,0.44,1,4.4,3170,10148,651.30,651.30,100.00%,17.18,17.18,18.71,4.64%,25,6887.50
696,QLD,NT,经济型,0.44,1,4.4,3170,10008,651.30,651.30,100.00%,17.18,17.18,18.71,4.64%,25,6887.50
696,QLD,ACT,经济型,0.44,1,4.4,3170,8632,651.30,651.30,100.00%,17.18,17.18,18.71,4.64%,25,6887.50
697,QLD,NSW,高端型,6.16,14,9.2,8496,7778,9118.16,6301.60,69.11%,4.01,4.01,4.12,27.83%,25,91186.95
697,QLD,VIC,高端型,6.16,14,9.2,8496,6778,9118.16,5996.28,65.76%,4.18,4.18,4.30,26.83%,25,87778.75
697,QLD,QLD,高端型,6.16,14,9.2,8496,7270,9118.16,6402.97,70.22%,3.97,3.97,4.06,28.15%,25,92311.37
697,QLD,SA,高端型,6.16,14,9.2,8496,7129,9118.16,6075.66,66.63%,4.13,4.13,4.25,27.09%,25,88664.87
697,QLD,WA,高端型,6.16,14,9.2,8496,7634,9118.16,6484.07,71.11%,3.92,3.92,4.02,28.42%,25,93223.86
697,QLD,TAS,高端型,6.16,14,9.2,8496,10148,9118.16,7027.47,77.07%,3.67,3.67,3.76,30.19%,25,99289.23
697,QLD,NT,高端型,6.16,14,9.2,8496,10008,9118.16,7227.84,79.27%,3.59,3.59,3.67,30.84%,25,101525.59
697,QLD,ACT,高端型,6.16,14,9.2,8496,8632,9118.16,6267.91,68.74%,4.03,4.03,4.14,27.72%,25,90810.73
697,QLD,NSW,平衡型,6.16,14,6.6,6841,7778,9118.16,5377.61,58.98%,3.52,3.52,3.60,31.32%,25,82171.65
697,QLD,VIC,平衡型,6.16,14,6.6,6841,6778,9118.16,5047.28,55.35%,3.68,3.68,3.78,29.98%,25,78484.63
697,QLD,QLD,平衡型,6.16,14,6.6,6841,7270,9118.16,5453.97,59.81%,3.47,3.47,3.56,31.63%,25,83017.25
697,QLD,SA,平衡型,6.16,14,6.6,6841,7129,9118.16,5131.79,56.28%,3.64,3.64,3.73,30.32%,25,79427.87
697,QLD,WA,平衡型,6.16,14,6.6,6841,7634,9118.16,5577.08,61.16%,3.42,3.42,3.50,32.13%,25,84397.97
697,QLD,TAS,平衡型,6.16,14,6.6,6841,10148,9118.16,6181.07,67.79%,3.14,3.14,3.21,34.59%,25,91139.47
697,QLD,NT,平衡型,6.16,14,6.6,6841,10008,9118.16,6408.13,70.28%,3.06,3.06,3.12,35.51%,25,93674.13
697,QLD,ACT,平衡型,6.16,14,6.6,6841,8632,9118.16,5332.56,58.48%,3.54,3.54,3.62,31.14%,25,81668.76
697,QLD,NSW,经济型,6.16,14,4.9,5797,7778,9118.16,4757.11,52.17%,3.15,3.15,3.22,34.45%,25,76094.72
697,QLD,VIC,经济型,6.16,14,4.9,5797,6778,9118.16,4426.78,48.55%,3.32,3.32,3.40,32.86%,25,72407.70
697,QLD,QLD,经济型,6.16,14,4.9,5797,7270,9118.16,4833.47,53.01%,3.11,3.11,3.17,34.81%,25,76940.32
697,QLD,SA,经济型,6.16,14,4.9,5797,7129,9118.16,4511.29,49.48%,3.28,3.28,3.36,33.26%,25,73350.94
697,QLD,WA,经济型,6.16,14,4.9,5797,7634,9118.16,4956.58,54.36%,3.06,3.06,3.12,35.41%,25,78321.04
697,QLD,TAS,经济型,6.16,14,4.9,5797,10148,9118.16,5574.51,61.14%,2.81,2.81,2.87,38.39%,25,85217.94
697,QLD,NT,经济型,6.16,14,4.9,5797,10008,9118.16,5827.96,63.92%,2.71,2.71,2.77,39.61%,25,88046.70
697,QLD,ACT,经济型,6.16,14,4.9,5797,8632,9118.16,4712.06,51.68%,3.17,3.17,3.24,34.23%,25,75591.83
698,QLD,NSW,高端型,6.16,14,9.2,8496,7778,9118.16,6301.60,69.11%,4.01,4.01,4.12,27.83%,25,91186.95
698,QLD,VIC,高端型,6.16,14,9.2,8496,6778,9118.16,5996.28,65.76%,4.18,4.18,4.30,26.83%,25,87778.75
698,QLD,QLD,高端型,6.16,14,9.2,8496,7270,9118.16,6402.97,70.22%,3.97,3.97,4.06,28.15%,25,92311.37
698,QLD,SA,高端型,6.16,14,9.2,8496,7129,9118.16,6075.66,66.63%,4.13,4.13,4.25,27.09%,25,88664.87
698,QLD,WA,高端型,6.16,14,9.2,8496,7634,9118.16,6484.07,71.11%,3.92,3.92,4.02,28.42%,25,93223.86
698,QLD,TAS,高端型,6.16,14,9.2,8496,10148,9118.16,7027.47,77.07%,3.67,3.67,3.76,30.19%,25,99289.23
698,QLD,NT,高端型,6.16,14,9.2,8496,10008,9118.16,7227.84,79.27%,3.59,3.59,3.67,30.84%,25,101525.59
698,QLD,ACT,高端型,6.16,14,9.2,8496,8632,9118.16,6267.91,68.74%,4.03,4.03,4.14,27.72%,25,90810.73
698,QLD,NSW,平衡型,6.16,14,6.6,6841,7778,9118.16,5377.61,58.98%,3.52,3.52,3.60,31.32%,25,82171.65
698,QLD,VIC,平衡型,6.16,14,6.6,6841,6778,9118.16,5047.28,55.35%,3.68,3.68,3.78,29.98%,25,78484.63
698,QLD,QLD,平衡型,6.16,14,6.6,6841,7270,9118.16,5453.97,59.81%,3.47,3.47,3.56,31.63%,25,83017.25
698,QLD,SA,平衡型,6.16,14,6.6,6841,7129,9118.16,5131.79,56.28%,3.64,3.64,3.73,30.32%,25,79427.87
698,QLD,WA,平衡型,6.16,14,6.6,6841,7634,9118.16,5577.08,61.16%,3.42,3.42,3.50,32.13%,25,84397.97
698,QLD,TAS,平衡型,6.16,14,6.6,6841,10148,9118.16,6181.07,67.79%,3.14,3.14,3.21,34.59%,25,91139.47
698,QLD,NT,平衡型,6.16,14,6.6,6841,10008,9118.16,6408.13,70.28%,3.06,3.06,3.12,35.51%,25,93674.13
698,QLD,ACT,平衡型,6.16,14,6.6,6841,8632,9118.16,5332.56,58.48%,3.54,3.54,3.62,31.14%,25,81668.76
698,QLD,NSW,经济型,6.16,14,4.9,5797,7778,9118.16,4757.11,52.17%,3.15,3.15,3.22,34.45%,25,76094.72
698,QLD,VIC,经济型,6.16,14,4.9,5797,6778,9118.16,4426.78,48.55%,3.32,3.32,3.40,32.86%,25,72407.70
698,QLD,QLD,经济型,6.16,14,4.9,5797,7270,9118.16,4833.47,53.01%,3.11,3.11,3.17,34.81%,25,76940.32
698,QLD,SA,经济型,6.16,14,4.9,5797,7129,9118.16,4511.29,49.48%,3.28,3.28,3.36,33.26%,25,73350.94
698,QLD,WA,经济型,6.16,14,4.9,5797,7634,9118.16,4956.58,54.36%,3.06,3.06,3.12,35.41%,25,78321.04
698,QLD,TAS,经济型,6.16,14,4.9,5797,10148,9118.16,5574.51,61.14%,2.81,2.81,2.87,38.39%,25,85217.94
698,QLD,NT,经济型,6.16,14,4.9,5797,10008,9118.16,5827.96,63.92%,2.71,2.71,2.77,39.61%,25,88046.70
698,QLD,ACT,经济型,6.16,14,4.9,5797,8632,9118.16,4712.06,51.68%,3.17,3.17,3.24,34.23%,25,75591.83
699,QLD,NSW,高端型,12.32,28,18.5,16645,7778,18236.31,7779.87,42.66%,5.74,5.74,5.97,20.29%,25,128473.36
699,QLD,VIC,高端型,12.32,28,18.5,16645,6778,18236.31,6779.02,37.17%,6.35,6.35,6.60,18.60%,25,117302.58
699,QLD,QLD,高端型,12.32,28,18.5,16645,7270,18236.31,7269.13,39.86%,6.03,6.03,6.25,19.43%,25,122756.15
699,QLD,SA,高端型,12.32,28,18.5,16645,7129,18236.31,7130.00,39.10%,6.11,6.11,6.38,19.19%,25,121219.98
699,QLD,WA,高端型,12.32,28,18.5,16645,7634,18236.31,7635.37,41.87%,5.82,5.82,6.05,20.04%,25,126860.63
699,QLD,TAS,高端型,12.32,28,18.5,16645,10148,18236.31,9946.24,54.54%,4.76,4.76,4.93,23.89%,25,152652.58
699,QLD,NT,高端型,12.32,28,18.5,16645,10008,18236.31,9898.18,54.28%,4.78,4.78,4.94,23.81%,25,152116.66
699,QLD,ACT,高端型,12.32,28,18.5,16645,8632,18236.31,8567.18,46.98%,5.36,5.36,5.54,21.60%,25,137261.01
699,QLD,NSW,平衡型,10.12,23,10.1,10585,7778,14979.83,6786.74,45.31%,3.99,3.99,4.09,27.91%,25,112509.67
699,QLD,VIC,平衡型,10.12,23,10.1,10585,6778,14979.83,6359.33,42.45%,4.16,4.16,4.28,26.79%,25,107735.87
699,QLD,QLD,平衡型,10.12,23,10.1,10585,7270,14979.83,6849.88,45.73%,3.96,3.96,4.06,28.08%,25,113207.50
699,QLD,SA,平衡型,10.12,23,10.1,10585,7129,14979.83,6523.02,43.55%,4.09,4.09,4.21,27.22%,25,109565.05
699,QLD,WA,平衡型,10.12,23,10.1,10585,7634,14979.83,6989.46,46.66%,3.91,3.91,4.01,28.44%,25,114771.42
699,QLD,TAS,平衡型,10.12,23,10.1,10585,10148,14979.83,7669.80,51.20%,3.65,3.65,3.74,30.23%,25,122365.73
699,QLD,NT,平衡型,10.12,23,10.1,10585,10008,14979.83,7926.55,52.91%,3.57,3.57,3.65,30.90%,25,125231.37
699,QLD,ACT,平衡型,10.12,23,10.1,10585,8632,14979.83,6767.48,45.18%,4.00,4.00,4.09,27.86%,25,112294.64
699,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,3.19,3.19,3.26,34.07%,25,79549.94
699,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,3.36,3.36,3.44,32.55%,25,75840.73
699,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,3.15,3.15,3.22,34.39%,25,80337.58
699,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,3.32,3.32,3.40,32.93%,25,76770.65
699,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,3.10,3.10,3.17,34.98%,25,81800.75
699,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.86,2.86,2.91,37.84%,25,88781.85
699,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.76,2.76,2.81,39.01%,25,91643.61
699,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,3.21,3.21,3.28,33.89%,25,79113.32
700,QLD,NSW,高端型,2.64,6,9.1,6930,7778,3907.78,3907.78,100.00%,6.42,6.42,6.74,18.59%,25,49975.00
700,QLD,VIC,高端型,2.64,6,9.1,6930,6778,3907.78,3907.78,100.00%,6.42,6.42,6.74,18.59%,25,49975.00
700,QLD,QLD,高端型,2.64,6,9.1,6930,7270,3907.78,3907.78,100.00%,6.42,6.42,6.74,18.59%,25,49975.00
700,QLD,SA,高端型,2.64,6,9.1,6930,7129,3907.78,3907.78,100.00%,6.42,6.42,6.74,18.59%,25,49975.00
700,QLD,WA,高端型,2.64,6,9.1,6930,7634,3907.78,3907.78,100.00%,6.42,6.42,6.74,18.59%,25,49975.00
700,QLD,TAS,高端型,2.64,6,9.1,6930,10148,3907.78,3907.78,100.00%,6.42,6.42,6.74,18.59%,25,49975.00
700,QLD,NT,高端型,2.64,6,9.1,6930,10008,3907.78,3907.78,100.00%,6.42,6.42,6.74,18.59%,25,49975.00
700,QLD,ACT,高端型,2.64,6,9.1,6930,8632,3907.78,3907.78,100.00%,6.42,6.42,6.74,18.59%,25,49975.00
700,QLD,NSW,平衡型,2.64,6,6.6,5383,7778,3907.78,3907.78,100.00%,4.70,4.70,4.83,24.46%,25,51225.00
700,QLD,VIC,平衡型,2.64,6,6.6,5383,6778,3907.78,3907.78,100.00%,4.70,4.70,4.83,24.46%,25,51225.00
700,QLD,QLD,平衡型,2.64,6,6.6,5383,7270,3907.78,3907.78,100.00%,4.70,4.70,4.83,24.46%,25,51225.00
700,QLD,SA,平衡型,2.64,6,6.6,5383,7129,3907.78,3907.78,100.00%,4.70,4.70,4.83,24.46%,25,51225.00
700,QLD,WA,平衡型,2.64,6,6.6,5383,7634,3907.78,3907.78,100.00%,4.70,4.70,4.83,24.46%,25,51225.00
